選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,所属チーム,birthday,主な獲得タイトル
1900010,https://baseball.yahoo.co.jp/npb/player/1900010/top,スチュワート・ジュニア,スチュワート・ジュニア,福岡ソフトバンクホークス,2,投手,アメリカ,1999年11月2日,198cm,101kg,不明,右投げ右打ち,--,--,東フロリダ州立短大－ソフトバンク,東フロリダ州立短大,ソフトバンク,1999-11-2,
1100099,https://baseball.yahoo.co.jp/npb/player/1100099/top,上沢 直之,ウワサワ ナオユキ,福岡ソフトバンクホークス,10,投手,千葉,1994年2月6日,185cm,88kg,A,右投げ右打ち,2011年,6位,専大松戸高－日本ハム－レイズ－レッドソックス－3Aウースター－ソフトバンク,専大松戸高,ソフトバンク,1994-2-6,
1900102,https://baseball.yahoo.co.jp/npb/player/1900102/top,津森 宥紀,ツモリ ユウキ,福岡ソフトバンクホークス,11,投手,和歌山,1998年1月21日,176cm,85kg,O,右投げ右打ち,2019年,3位,和歌山東高－東北福祉大－ソフトバンク,和歌山東高,ソフトバンク,1998-1-21,
1600081,https://baseball.yahoo.co.jp/npb/player/1600081/top,濵口 遥大,ハマグチ ハルヒロ,福岡ソフトバンクホークス,13,投手,佐賀,1995年3月16日,173cm,80kg,B,左投げ左打ち,2016年,1位,三養基高－神奈川大－DeNA－ソフトバンク,三養基高,ソフトバンク,1995-3-16,
1300063,https://baseball.yahoo.co.jp/npb/player/1300063/top,又吉 克樹,マタヨシ カツキ,福岡ソフトバンクホークス,14,投手,沖縄,1990年11月4日,179cm,75kg,A,右投げ右打ち,2013年,2位,西原高－環太平洋大－四国ILplus・香川－中日－ソフトバンク,西原高,ソフトバンク,1990-11-4,
1200106,https://baseball.yahoo.co.jp/npb/player/1200106/top,東浜 巨,ヒガシハマ ナオ,福岡ソフトバンクホークス,16,投手,沖縄,1990年6月20日,182cm,81kg,A,右投げ右打ち,2012年,1位,沖縄尚学高（甲）－亜細亜大－ソフトバンク,沖縄尚学高,ソフトバンク,1990-6-20,（勝）17
1400117,https://baseball.yahoo.co.jp/npb/player/1400117/top,有原 航平,アリハラ コウヘイ,福岡ソフトバンクホークス,17,投手,広島,1992年8月11日,190cm,100kg,AB,右投げ右打ち,2014年,1位,広陵高（甲）－早稲田大－日本ハム－レンジャーズ－3Aラウンドロック－ソフトバンク,広陵高,ソフトバンク,1992-8-11,（勝）19、24（新）15（ベ）24
1100115,https://baseball.yahoo.co.jp/npb/player/1100115/top,武田 翔太,タケダ ショウタ,福岡ソフトバンクホークス,18,投手,宮崎,1993年4月3日,187cm,92kg,B,右投げ右打ち,2011年,1位,宮崎日大高－ソフトバンク,宮崎日大高,ソフトバンク,1993-4-3,
2114798,https://baseball.yahoo.co.jp/npb/player/2114798/top,村上 泰斗,ムラカミ タイト,福岡ソフトバンクホークス,20,投手,兵庫,2007年2月20日,180cm,76kg,A,右投げ両打ち,2024年,1位,神戸弘陵高－ソフトバンク,神戸弘陵高,ソフトバンク,2007-2-20,
1550517,https://baseball.yahoo.co.jp/npb/player/1550517/top,大津 亮介,オオツ リョウスケ,福岡ソフトバンクホークス,26,投手,福岡,1999年1月13日,175cm,64kg,B,右投げ左打ち,2022年,2位,九産大九州高（甲）－帝京大－日本製鉄鹿島－ソフトバンク,九産大九州高,ソフトバンク,1999-1-13,
2108558,https://baseball.yahoo.co.jp/npb/player/2108558/top,岩井 俊介,イワイ シュンスケ,福岡ソフトバンクホークス,27,投手,愛知,2001年7月30日,181cm,92kg,O,右投げ右打ち,2023年,2位,京都翔英高－名城大－ソフトバンク,京都翔英高,ソフトバンク,2001-7-30,
2110134,https://baseball.yahoo.co.jp/npb/player/2110134/top,安德 駿,アントク シュン,福岡ソフトバンクホークス,28,投手,福岡,2002年5月18日,178cm,78kg,B,右投げ右打ち,2024年,3位,久留米商高－富士大－ソフトバンク,久留米商高,ソフトバンク,2002-5-18,
1950091,https://baseball.yahoo.co.jp/npb/player/1950091/top,村田 賢一,ムラタ ケンイチ,福岡ソフトバンクホークス,34,投手,千葉,2001年8月31日,179cm,91kg,O,右投げ右打ち,2023年,4位,春日部共栄高（甲）－明治大－ソフトバンク,春日部共栄高,ソフトバンク,2001-8-31,
1700011,https://baseball.yahoo.co.jp/npb/player/1700011/top,モイネロ,モイネロ,福岡ソフトバンクホークス,35,投手,キューバ,1995年12月8日,178cm,69kg,不明,左投げ左打ち,--,--,エイデデピナールデルリオ高－キューバ・ピナールデルリオ－ソフトバンク,エイデデピナールデルリオ高,ソフトバンク,1995-12-8,（防）24（中）20（ゴ）24
1700134,https://baseball.yahoo.co.jp/npb/player/1700134/top,尾形 崇斗,オガタ シュウト,福岡ソフトバンクホークス,39,投手,宮城,1999年5月15日,182cm,82kg,O,右投げ左打ち,2017年,（育）1位,学法石川高－ソフトバンク,学法石川高,ソフトバンク,1999-5-15,
1800107,https://baseball.yahoo.co.jp/npb/player/1800107/top,杉山 一樹,スギヤマ カズキ,福岡ソフトバンクホークス,40,投手,静岡,1997年12月7日,193cm,105kg,A,右投げ右打ち,2018年,2位,駿河総合高－三菱重工広島－ソフトバンク,駿河総合高,ソフトバンク,1997-12-7,
2104078,https://baseball.yahoo.co.jp/npb/player/2104078/top,前田 悠伍,マエダ ユウゴ,福岡ソフトバンクホークス,41,投手,滋賀,2005年8月4日,179cm,76kg,A,左投げ左打ち,2023年,1位,大阪桐蔭高（甲）－ソフトバンク,大阪桐蔭高,ソフトバンク,2005-8-4,
2000008,https://baseball.yahoo.co.jp/npb/player/2000008/top,伊藤 優輔,イトウ ユウスケ,福岡ソフトバンクホークス,42,投手,東京,1997年1月14日,178cm,82kg,O,右投げ右打ち,2020年,4位,小山台高（甲）－中央大－三菱パワー－巨人－ソフトバンク,小山台高,ソフトバンク,1997-1-14,
1900106,https://baseball.yahoo.co.jp/npb/player/1900106/top,大関 友久,オオゼキ トモヒサ,福岡ソフトバンクホークス,47,投手,茨城,1997年12月14日,184cm,94kg,A,左投げ左打ち,2019年,（育）2位,土浦湖北高－仙台大－ソフトバンク,土浦湖北高,ソフトバンク,1997-12-14,
1400176,https://baseball.yahoo.co.jp/npb/player/1400176/top,藤井 皓哉,フジイ コウヤ,福岡ソフトバンクホークス,48,投手,岡山,1996年7月29日,182cm,87kg,AB,右投げ左打ち,2014年,4位,おかやま山陽高－広島－四国ILplus・高知－ソフトバンク,おかやま山陽高,ソフトバンク,1996-7-29,
2107909,https://baseball.yahoo.co.jp/npb/player/2107909/top,松本 晴,マツモト ハル,福岡ソフトバンクホークス,49,投手,大阪,2001年2月24日,181cm,88kg,A,左投げ左打ち,2022年,5位,樟南高－亜細亜大－ソフトバンク,樟南高,ソフトバンク,2001-2-24,
1800109,https://baseball.yahoo.co.jp/npb/player/1800109/top,板東 湧梧,バンドウ ユウゴ,福岡ソフトバンクホークス,50,投手,徳島,1995年12月27日,182cm,84kg,AB,右投げ右打ち,2018年,4位,鳴門高（甲）－JR東日本－ソフトバンク,鳴門高,ソフトバンク,1995-12-27,
2107792,https://baseball.yahoo.co.jp/npb/player/2107792/top,前田 純,マエダ ジュン,福岡ソフトバンクホークス,51,投手,沖縄,2000年6月4日,189cm,85kg,不明,左投げ左打ち,2022年,（育）10位,中部商高－日本文理大－ソフトバンク,中部商高,ソフトバンク,2000-6-4,
2110167,https://baseball.yahoo.co.jp/npb/player/2110167/top,大山 凌,オオヤマ リョウ,福岡ソフトバンクホークス,53,投手,栃木,2002年3月27日,179cm,77kg,B,右投げ右打ち,2023年,6位,白鴎大足利高－東日本国際大－ソフトバンク,白鴎大足利高,ソフトバンク,2002-3-27,
1560184,https://baseball.yahoo.co.jp/npb/player/1560184/top,オスナ,オスナ,福岡ソフトバンクホークス,54,投手,メキシコ,1995年2月7日,188cm,104kg,不明,右投げ右打ち,--,--,ホセマリアモレロスパボン高－メキシコ・メキシコシティ－ブルージェイズ－アストロズ－メキシコ・メキシコシティ－ロッテ－ソフトバンク,ホセマリアモレロスパボン高,ソフトバンク,1995-2-7,
1700133,https://baseball.yahoo.co.jp/npb/player/1700133/top,田浦 文丸,タウラ フミマル,福岡ソフトバンクホークス,56,投手,福岡,1999年9月21日,168cm,77kg,O,左投げ左打ち,2017年,5位,秀岳館高（甲）－ソフトバンク,秀岳館高,ソフトバンク,1999-9-21,
2100009,https://baseball.yahoo.co.jp/npb/player/2100009/top,木村 大成,キムラ タイセイ,福岡ソフトバンクホークス,58,投手,北海道,2003年9月12日,180cm,81kg,A,左投げ左打ち,2021年,3位,北海高（甲）－ソフトバンク,北海高,ソフトバンク,2003-9-12,
2103731,https://baseball.yahoo.co.jp/npb/player/2103731/top,長谷川 威展,ハセガワ タケヒロ,福岡ソフトバンクホークス,59,投手,埼玉,1999年8月9日,178cm,85kg,AB,左投げ左打ち,2021年,6位,花咲徳栄高－金沢学院大－日本ハム－ソフトバンク,花咲徳栄高,ソフトバンク,1999-8-9,
2104898,https://baseball.yahoo.co.jp/npb/player/2104898/top,大野 稼頭央,オオノ カズオ,福岡ソフトバンクホークス,60,投手,鹿児島,2004年8月6日,176cm,68kg,B,左投げ左打ち,2022年,4位,鹿児島・大島高（甲）－ソフトバンク,鹿児島・大島高,ソフトバンク,2004-8-6,
1961052,https://baseball.yahoo.co.jp/npb/player/1961052/top,ヘルナンデス,ヘルナンデス,福岡ソフトバンクホークス,63,投手,ベネズエラ,1996年12月17日,188cm,115kg,不明,左投げ左打ち,--,--,	ボリバリアーノサンフランシスコデアシス高－レッドソックス－3Aノーフォーク－ソフトバンク,	ボリバリアーノサンフランシスコデアシス高,ソフトバンク,1996-12-17,
1800043,https://baseball.yahoo.co.jp/npb/player/1800043/top,上茶谷 大河,カミチャタニ タイガ,福岡ソフトバンクホークス,64,投手,京都,1996年8月31日,182cm,83kg,B,右投げ右打ち,2018年,1位,京都学園高－東洋大－DeNA－ソフトバンク,京都学園高,ソフトバンク,1996-8-31,
1400126,https://baseball.yahoo.co.jp/npb/player/1400126/top,松本 裕樹,マツモト ユウキ,福岡ソフトバンクホークス,66,投手,神奈川,1996年4月14日,182cm,87kg,A,右投げ左打ち,2014年,1位,盛岡大付高（甲）－ソフトバンク,盛岡大付高,ソフトバンク,1996-4-14,
1851115,https://baseball.yahoo.co.jp/npb/player/1851115/top,木村 光,キムラ ヒカル,福岡ソフトバンクホークス,68,投手,奈良,2000年7月2日,173cm,74kg,B,右投げ左打ち,2022年,（育）3位,奈良大付高（甲）－佛教大－ソフトバンク,奈良大付高,ソフトバンク,2000-7-2,
1950317,https://baseball.yahoo.co.jp/npb/player/1950317/top,岩崎 峻典,イワサキ シュンスケ,福岡ソフトバンクホークス,69,投手,大阪,2003年3月11日,178cm,80kg,A,右投げ右打ち,2024年,6位,履正社高（甲）－東洋大－ソフトバンク,履正社高,ソフトバンク,2003-3-11,
2112179,https://baseball.yahoo.co.jp/npb/player/2112179/top,宮里 優吾,ミヤサト ユウワ,福岡ソフトバンクホークス,126,投手,東京,2001年9月27日,180cm,89kg,A,右投げ右打ち,2023年,（育）2位,岩倉高－東京農業大－ソフトバンク,岩倉高,ソフトバンク,2001-9-27,
2111699,https://baseball.yahoo.co.jp/npb/player/2111699/top,河野 伸一朗,カワノ シンイチロウ,福岡ソフトバンクホークス,128,投手,宮崎,2006年8月20日,190cm,76kg,A,左投げ左打ち,2024年,（育）5位,宮崎学園高（甲）－ソフトバンク,宮崎学園高,ソフトバンク,2006-8-20,
2112325,https://baseball.yahoo.co.jp/npb/player/2112325/top,川口 冬弥,カワグチ トウヤ,福岡ソフトバンクホークス,132,投手,奈良,1999年10月26日,187cm,89kg,A,右投げ右打ち,2024年,（育）6位,東海大菅生高－城西国際大－ハナマウイ－四国ILplus・徳島－ソフトバンク,東海大菅生高,ソフトバンク,1999-10-26,
2112288,https://baseball.yahoo.co.jp/npb/player/2112288/top,星野 恒太朗,ホシノ コウタロウ,福岡ソフトバンクホークス,133,投手,福岡,2001年10月24日,178cm,84kg,A,右投げ右打ち,2023年,（育）5位,福岡大大濠高－駒沢大－ソフトバンク,福岡大大濠高,ソフトバンク,2001-10-24,
2000119,https://baseball.yahoo.co.jp/npb/player/2000119/top,大城 真乃,オオシロ シンノ,福岡ソフトバンクホークス,134,投手,沖縄,2002年11月24日,170cm,69kg,A,左投げ左打ち,2020年,（育）7位,宜野座高－ソフトバンク,宜野座高,ソフトバンク,2002-11-24,
2105885,https://baseball.yahoo.co.jp/npb/player/2105885/top,アルメンタ,アルメンタ,福岡ソフトバンクホークス,135,投手,メキシコ,2004年6月26日,185cm,79kg,不明,左投げ左打ち,--,--,エスクエラ・テクニカ高－メキシコ・キンタナロー－ソフトバンク,エスクエラ・テクニカ高,ソフトバンク,2004-6-26,
2103847,https://baseball.yahoo.co.jp/npb/player/2103847/top,大竹 風雅,オオタケ フウガ,福岡ソフトバンクホークス,136,投手,福島,1999年8月22日,186cm,87kg,A,右投げ左打ち,2021年,5位,光南高－東北福祉大－ソフトバンク,光南高,ソフトバンク,1999-8-22,
2114799,https://baseball.yahoo.co.jp/npb/player/2114799/top,津嘉山 憲志郎,ツカヤマ ケンシロウ,福岡ソフトバンクホークス,137,投手,沖縄,2006年7月24日,177cm,93kg,B,右投げ右打ち,2024年,（育）7位,神戸国際大付高－ソフトバンク,神戸国際大付高,ソフトバンク,2006-7-24,
2110160,https://baseball.yahoo.co.jp/npb/player/2110160/top,相原 雄太,アイハラ ユウタ,福岡ソフトバンクホークス,138,投手,埼玉,2002年6月16日,191cm,97kg,AB,右投げ右打ち,2024年,（育）8位,伊奈学園高－仙台大－ソフトバンク,伊奈学園高,ソフトバンク,2002-6-16,
2103821,https://baseball.yahoo.co.jp/npb/player/2103821/top,井﨑 燦志郎,イザキ サンシロウ,福岡ソフトバンクホークス,139,投手,福岡,2004年2月9日,187cm,78kg,B,右投げ右打ち,2021年,（育）3位,福岡・福岡高－ソフトバンク,福岡・福岡高,ソフトバンク,2004-2-9,
2050316,https://baseball.yahoo.co.jp/npb/player/2050316/top,岡田 皓一朗,オカダ コウイチロウ,福岡ソフトバンクホークス,140,投手,大阪,2002年6月4日,187cm,92kg,O,右投げ右打ち,2024年,（育）9位,智弁学園高（甲）－大阪商業大－ソフトバンク,智弁学園高,ソフトバンク,2002-6-4,
2103716,https://baseball.yahoo.co.jp/npb/player/2103716/top,澤柳 亮太郎,サワヤナギ リョウタロウ,福岡ソフトバンクホークス,141,投手,東京,2000年3月8日,178cm,88kg,A,右投げ右打ち,2023年,5位,明学東村山高－明治学院大－ロキテクノ富山－ソフトバンク,明学東村山高,ソフトバンク,2000-3-8,
2112130,https://baseball.yahoo.co.jp/npb/player/2112130/top,藤原 大翔,フジワラ ハルト,福岡ソフトバンクホークス,142,投手,福岡,2005年12月26日,177cm,64kg,B,右投げ右打ち,2023年,（育）6位,飯塚高－ソフトバンク,飯塚高,ソフトバンク,2005-12-26,
2103822,https://baseball.yahoo.co.jp/npb/player/2103822/top,ハモンド,ハモンド,福岡ソフトバンクホークス,145,投手,東京,2004年1月17日,192cm,83kg,O,右投げ右打ち,2021年,（育）5位,帝京五高－ソフトバンク,帝京五高,ソフトバンク,2004-1-17,
2107629,https://baseball.yahoo.co.jp/npb/player/2107629/top,藤田 淳平,フジタ ジュンペイ,福岡ソフトバンクホークス,146,投手,徳島,2000年5月14日,182cm,92kg,A,左投げ左打ち,2023年,（育）7位,川島高－東亜大－四国ILplus・徳島－ソフトバンク,川島高,ソフトバンク,2000-5-14,
2103199,https://baseball.yahoo.co.jp/npb/player/2103199/top,山崎 琢磨,ヤマサキ タクマ,福岡ソフトバンクホークス,148,投手,大阪,2003年11月6日,185cm,90kg,B,右投げ左打ち,2021年,（育）7位,石見智翠館高（甲）－ソフトバンク,石見智翠館高,ソフトバンク,2003-11-6,
2117713,https://baseball.yahoo.co.jp/npb/player/2117713/top,熊谷 太雅,クマガイ タイガ,福岡ソフトバンクホークス,149,投手,宮城,2006年10月17日,185cm,72kg,不明,左投げ左打ち,2024年,（育）12位,東陵高－ソフトバンク,東陵高,ソフトバンク,2006-10-17,
2117733,https://baseball.yahoo.co.jp/npb/player/2117733/top,塩士 暖,シオジ ダン,福岡ソフトバンクホークス,152,投手,石川,2006年5月18日,185cm,75kg,O,右投げ右打ち,2024年,（育）13位,門前高－ソフトバンク,門前高,ソフトバンク,2006-5-18,
2111992,https://baseball.yahoo.co.jp/npb/player/2111992/top,張 峻ウェイ,チャン ジュンウェイ,福岡ソフトバンクホークス,153,投手,台湾,2005年11月14日,178cm,77kg,不明,右投げ右打ち,--,--,穀保家事商業職業学校－ソフトバンク,穀保家事商業職業学校,ソフトバンク,2005-11-14,
2101623,https://baseball.yahoo.co.jp/npb/player/2101623/top,風間 球打,カザマ キュウタ,福岡ソフトバンクホークス,155,投手,山梨,2003年10月11日,184cm,97kg,B,右投げ左打ち,2021年,1位,明桜高（甲）－ソフトバンク,明桜高,ソフトバンク,2003-10-11,
2106058,https://baseball.yahoo.co.jp/npb/player/2106058/top,ロドリゲス,ロドリゲス,福岡ソフトバンクホークス,156,投手,ドミニカ共和国,2001年8月18日,182cm,90kg,不明,右投げ右打ち,--,--,エスクエラバシカ・ロスジャジャレス高－ソフトバンク,エスクエラバシカ・ロスジャジャレス高,ソフトバンク,2001-8-18,
2000112,https://baseball.yahoo.co.jp/npb/player/2000112/top,田上 奏大,タノウエ ソウタ,福岡ソフトバンクホークス,157,投手,大阪,2002年11月26日,187cm,93kg,B,右投げ左打ち,2020年,5位,履正社高（甲）－ソフトバンク,履正社高,ソフトバンク,2002-11-26,
2107896,https://baseball.yahoo.co.jp/npb/player/2107896/top,赤羽 蓮,アカバ レン,福岡ソフトバンクホークス,158,投手,茨城,2004年4月9日,188cm,89kg,B,右投げ右打ち,2022年,（育）1位,霞ケ浦高－ソフトバンク,霞ケ浦高,ソフトバンク,2004-4-9,
2112249,https://baseball.yahoo.co.jp/npb/player/2112249/top,長水 啓眞,ナガミズ ケイシン,福岡ソフトバンクホークス,160,投手,京都,2005年8月8日,178cm,62kg,A,左投げ左打ち,2023年,（育）8位,京都国際高－ソフトバンク,京都国際高,ソフトバンク,2005-8-8,
2107741,https://baseball.yahoo.co.jp/npb/player/2107741/top,内野 海斗,ウチノ カイト,福岡ソフトバンクホークス,161,投手,福岡,2004年7月28日,187cm,93kg,AB,右投げ右打ち,2022年,（育）4位,武田高－ソフトバンク,武田高,ソフトバンク,2004-7-28,
2107618,https://baseball.yahoo.co.jp/npb/player/2107618/top,岡植 純平,オカウエ ジュンペイ,福岡ソフトバンクホークス,162,投手,兵庫,2004年7月10日,177cm,78kg,O,右投げ右打ち,2022年,（育）5位,飾磨工高－ソフトバンク,飾磨工高,ソフトバンク,2004-7-10,
2107761,https://baseball.yahoo.co.jp/npb/player/2107761/top,佐々木 明都,ササキ アキト,福岡ソフトバンクホークス,163,投手,東京,2005年1月2日,182cm,80kg,B,右投げ右打ち,2022年,（育）6位,学法福島高－ソフトバンク,学法福島高,ソフトバンク,2005-1-2,
2107858,https://baseball.yahoo.co.jp/npb/player/2107858/top,水口 創太,ミナクチ ソウタ,福岡ソフトバンクホークス,164,投手,滋賀,1999年8月9日,194cm,102kg,A,右投げ右打ち,2022年,（育）7位,膳所高－京都大－ソフトバンク,膳所高,ソフトバンク,1999-8-9,
2107586,https://baseball.yahoo.co.jp/npb/player/2107586/top,宮﨑 颯,ミヤザキ ハヤト,福岡ソフトバンクホークス,165,投手,埼玉,2000年6月14日,180cm,94kg,A,左投げ左打ち,2022年,（育）8位,埼玉栄高－東京農業大－ソフトバンク,埼玉栄高,ソフトバンク,2000-6-14,
2107780,https://baseball.yahoo.co.jp/npb/player/2107780/top,飛田 悠成,トビタ ユウセイ,福岡ソフトバンクホークス,169,投手,神奈川,2005年3月13日,185cm,89kg,B,右投げ左打ち,2022年,（育）12位,神奈川・金沢高－ソフトバンク,神奈川・金沢高,ソフトバンク,2005-3-13,
2112812,https://baseball.yahoo.co.jp/npb/player/2112812/top,サルディ,サルディ,福岡ソフトバンクホークス,176,投手,キューバ,2005年11月12日,186cm,81kg,不明,左投げ左打ち,--,--,エイデ・ヘクトル・ルイス・ペレス・サンタクララ校－ソフトバンク,エイデ・ヘクトル・ルイス・ペレス・サンタクララ校,ソフトバンク,2005-11-12,
1800113,https://baseball.yahoo.co.jp/npb/player/1800113/top,渡邉 陸,ワタナベ リク,福岡ソフトバンクホークス,00,捕手,熊本,2000年9月24日,187cm,90kg,A,右投げ左打ち,2018年,（育）1位,神村学園高－ソフトバンク,神村学園高,ソフトバンク,2000-9-24,
1300093,https://baseball.yahoo.co.jp/npb/player/1300093/top,嶺井 博希,ミネイ ヒロキ,福岡ソフトバンクホークス,12,捕手,沖縄,1991年6月4日,176cm,87kg,B,右投げ右打ち,2013年,3位,沖縄尚学高（甲）－亜細亜大－DeNA－ソフトバンク,沖縄尚学高,ソフトバンク,1991-6-4,
2000110,https://baseball.yahoo.co.jp/npb/player/2000110/top,牧原 巧汰,マキハラ コウタ,福岡ソフトバンクホークス,22,捕手,神奈川,2002年7月13日,176cm,84kg,O,右投げ左打ち,2020年,3位,日大藤沢高－ソフトバンク,日大藤沢高,ソフトバンク,2002-7-13,
1500140,https://baseball.yahoo.co.jp/npb/player/1500140/top,谷川原 健太,タニガワラ ケンタ,福岡ソフトバンクホークス,45,捕手,愛知,1997年4月16日,174cm,87kg,B,右投げ左打ち,2015年,3位,豊橋中央高－ソフトバンク,豊橋中央高,ソフトバンク,1997-4-16,
1900105,https://baseball.yahoo.co.jp/npb/player/1900105/top,石塚 綜一郎,イシヅカ ソウイチロウ,福岡ソフトバンクホークス,55,捕手,秋田,2001年6月7日,181cm,87kg,B,右投げ右打ち,2019年,（育）1位,黒沢尻工高－ソフトバンク,黒沢尻工高,ソフトバンク,2001-6-7,
1900101,https://baseball.yahoo.co.jp/npb/player/1900101/top,海野 隆司,ウミノ タカシ,福岡ソフトバンクホークス,62,捕手,岡山,1997年7月15日,174cm,84kg,O,右投げ右打ち,2019年,2位,関西高（甲）－東海大－ソフトバンク,関西高,ソフトバンク,1997-7-15,
2112145,https://baseball.yahoo.co.jp/npb/player/2112145/top,藤田 悠太郎,フジタ ユウタロウ,福岡ソフトバンクホークス,65,捕手,福岡,2005年6月3日,170cm,75kg,A,右投げ右打ち,2023年,7位,福岡大大濠高－ソフトバンク,福岡大大濠高,ソフトバンク,2005-6-3,
1500143,https://baseball.yahoo.co.jp/npb/player/1500143/top,川瀬 晃,カワセ ヒカル,福岡ソフトバンクホークス,0,内野手,大分,1997年9月15日,175cm,71kg,B,右投げ左打ち,2015年,6位,大分商高（甲）－ソフトバンク,大分商高,ソフトバンク,1997-9-15,
2101257,https://baseball.yahoo.co.jp/npb/player/2101257/top,ダウンズ,ダウンズ,福岡ソフトバンクホークス,4,内野手,コロンビア,1998年7月27日,178cm,89kg,不明,右投げ右打ち,--,--,モンシニョール・エドワード・ペース高－レッドソックス－ナショナルズ－3Aスクラントン－ソフトバンク,モンシニョール・エドワード・ペース高,ソフトバンク,1998-7-27,
1300101,https://baseball.yahoo.co.jp/npb/player/1300101/top,山川 穂高,ヤマカワ ホタカ,福岡ソフトバンクホークス,5,内野手,沖縄,1991年11月23日,176cm,103kg,A,右投げ右打ち,2013年,2位,中部商高－富士大－西武－ソフトバンク,中部商高,ソフトバンク,1991-11-23,（本）18、19、22、24（点）22、24（優）18（ベ）18、19、22、24（ゴ）24
1000035,https://baseball.yahoo.co.jp/npb/player/1000035/top,今宮 健太,イマミヤ ケンタ,福岡ソフトバンクホークス,6,内野手,大分,1991年7月15日,172cm,76kg,O,右投げ右打ち,2009年,1位,明豊高（甲）－ソフトバンク,明豊高,ソフトバンク,1991-7-15,（ベ）14、17、22、24（ゴ）13～17
1000175,https://baseball.yahoo.co.jp/npb/player/1000175/top,牧原 大成,マキハラ タイセイ,福岡ソフトバンクホークス,8,内野手,福岡,1992年10月15日,172cm,74kg,A,右投げ左打ち,2010年,（育）5位,熊本・城北高－ソフトバンク,熊本・城北高,ソフトバンク,1992-10-15,
1700135,https://baseball.yahoo.co.jp/npb/player/1700135/top,周東 佑京,シュウトウ ウキョウ,福岡ソフトバンクホークス,23,内野手,群馬,1996年2月10日,180cm,71kg,A,右投げ左打ち,2017年,（育）2位,東農大二高－東京農業大北海道オホーツク－ソフトバンク,東農大二高,ソフトバンク,1996-2-10,（盗）20、23、24（ベ）24（ゴ）24
1400127,https://baseball.yahoo.co.jp/npb/player/1400127/top,栗原 陵矢,クリハラ リョウヤ,福岡ソフトバンクホークス,24,内野手,福井,1996年7月4日,179cm,83kg,A,右投げ左打ち,2014年,2位,春江工高（甲）－ソフトバンク,春江工高,ソフトバンク,1996-7-4,（ベ）24（ゴ）24
1950149,https://baseball.yahoo.co.jp/npb/player/1950149/top,庄子 雄大,ショウジ ユウダイ,福岡ソフトバンクホークス,25,内野手,神奈川,2002年10月2日,178cm,78kg,O,右投げ左打ち,2024年,2位,横浜高（甲）－神奈川大－ソフトバンク,横浜高,ソフトバンク,2002-10-2,
1850172,https://baseball.yahoo.co.jp/npb/player/1850172/top,廣瀨 隆太,ヒロセ リュウタ,福岡ソフトバンクホークス,33,内野手,東京,2001年4月7日,181cm,88kg,A,右投げ右打ち,2023年,3位,慶応高（甲）－慶応大－ソフトバンク,慶応高,ソフトバンク,2001-4-7,
2107851,https://baseball.yahoo.co.jp/npb/player/2107851/top,イヒネ イツア,イヒネ イツア,福岡ソフトバンクホークス,36,内野手,愛知,2004年9月2日,184cm,78kg,A,右投げ左打ち,2022年,1位,誉高－ソフトバンク,誉高,ソフトバンク,2004-9-2,
2000108,https://baseball.yahoo.co.jp/npb/player/2000108/top,井上 朋也,イノウエ トモヤ,福岡ソフトバンクホークス,43,内野手,大阪,2003年1月28日,182cm,89kg,A,右投げ右打ち,2020年,1位,花咲徳栄高（甲）－ソフトバンク,花咲徳栄高,ソフトバンク,2003-1-28,
2116110,https://baseball.yahoo.co.jp/npb/player/2116110/top,宇野 真仁朗,ウノ シンジロウ,福岡ソフトバンクホークス,46,内野手,千葉,2006年7月5日,178cm,82kg,A,右投げ右打ち,2024年,4位,早稲田実高（甲）－ソフトバンク,早稲田実高,ソフトバンク,2006-7-5,
1700136,https://baseball.yahoo.co.jp/npb/player/1700136/top,リチャード,リチャード,福岡ソフトバンクホークス,52,内野手,沖縄,1999年6月18日,189cm,118kg,O,右投げ右打ち,2017年,（育）3位,沖縄尚学高－ソフトバンク,沖縄尚学高,ソフトバンク,1999-6-18,
2106524,https://baseball.yahoo.co.jp/npb/player/2106524/top,石見 颯真,イシミ ソウマ,福岡ソフトバンクホークス,67,内野手,滋賀,2006年6月10日,176cm,76kg,O,右投げ左打ち,2024年,5位,愛工大名電高（甲）－ソフトバンク,愛工大名電高,ソフトバンク,2006-6-10,
2104035,https://baseball.yahoo.co.jp/npb/player/2104035/top,野村 勇,ノムラ イサミ,福岡ソフトバンクホークス,99,内野手,兵庫,1996年12月1日,174cm,84kg,B,右投げ右打ち,2021年,4位,香川・寒川高－拓殖大－NTT西日本－ソフトバンク,香川・寒川高,ソフトバンク,1996-12-1,
1100097,https://baseball.yahoo.co.jp/npb/player/1100097/top,近藤 健介,コンドウ ケンスケ,福岡ソフトバンクホークス,3,外野手,千葉,1993年8月9日,171cm,86kg,O,右投げ左打ち,2011年,4位,横浜高（甲）－日本ハム－ソフトバンク,横浜高,ソフトバンク,1993-8-9,（首）24（本）23（点）23（出）19、20、23、24（優）24（ベ）18、20、21、23、24（ゴ）23
