選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
2119341,https://baseball.yahoo.co.jp/npb/player/2119341/top,杉山 諒,杉山 諒,千葉ロッテマリーンズ,128,外野手,愛知,2003年11月22日,171cm,65kg,O,左投左打,2025年,（育）3位,愛産大三河高－愛知学院大－ロッテ,愛産大三河高,愛知学院大,ロッテ,2003-11-22,
2107619,https://baseball.yahoo.co.jp/npb/player/2107619/top,髙野 光海,髙野 光海,千葉ロッテマリーンズ,135,外野手,兵庫,2004年6月17日,187cm,95kg,O,右投右打,2023年,（育）3位,徳島・池田高－日本海リーグ・富山－ロッテ,徳島・池田高,,ロッテ,2004-6-17,
2112164,https://baseball.yahoo.co.jp/npb/player/2112164/top,藤田 和樹,藤田 和樹,千葉ロッテマリーンズ,136,外野手,山口,2005年11月4日,185cm,82kg,A,右投左打,2023年,（育）4位,延岡学園高－ロッテ,延岡学園高,,ロッテ,2005-11-4,
2118442,https://baseball.yahoo.co.jp/npb/player/2118442/top,アセベド,アセベド,千葉ロッテマリーンズ,140,外野手,ドミニカ共和国,2002年8月2日,195cm,104kg,不明,右投右打,--,--,コレヒオ・マラナタ・デ・ドニャ・グラディス高－オリオールズ傘下－ロッテ,コレヒオ・マラナタ・デ・ドニャ・グラディス高,,ロッテ,2002-8-2,
2108177,https://baseball.yahoo.co.jp/npb/player/2108177/top,エスピノーザ,エスピノーザ,オリックス・バファローズ,0,投手,ベネズエラ,1998年3月9日,183cm,86kg,不明,右投右打,--,--,U.E.ホセ・マリア・エスパーニャ高－カブス－3Aエルパソ－オリックス,U.E.ホセ・マリア・エスパーニャ高,,オリックス,1998-3-9,
2000096,https://baseball.yahoo.co.jp/npb/player/2000096/top,山下 舜平大,山下 舜平大,オリックス・バファローズ,11,投手,福岡,2002年7月16日,190cm,100kg,B,右投右打,2020年,1位,福岡大大濠高－オリックス,福岡大大濠高,,オリックス,2002-7-16,（新）23
1700118,https://baseball.yahoo.co.jp/npb/player/1700118/top,東 晃平,東 晃平,オリックス・バファローズ,12,投手,兵庫,1999年12月14日,178cm,90kg,O,右投右打,2017年,（育）2位,神戸弘陵高－オリックス,神戸弘陵高,,オリックス,1999-12-14,
1851026,https://baseball.yahoo.co.jp/npb/player/1851026/top,寺西 成騎,寺西 成騎,オリックス・バファローズ,13,投手,石川,2002年10月18日,186cm,85kg,B,右投右打,2024年,2位,星稜高（甲）－日本体育大－オリックス,星稜高,日本体育大,オリックス,2002-10-18,
1650221,https://baseball.yahoo.co.jp/npb/player/1650221/top,椋木 蓮,椋木 蓮,オリックス・バファローズ,15,投手,山口,2000年1月22日,179cm,86kg,O,右投右打,2021年,1位,高川学園高（甲）－東北福祉大－オリックス,高川学園高,東北福祉大,オリックス,2000-1-22,
600066,https://baseball.yahoo.co.jp/npb/player/600066/top,平野 佳寿,平野 佳寿,オリックス・バファローズ,16,投手,京都,1984年3月8日,186cm,90kg,O,右投右打,2005年,希望枠,京都・鳥羽高（甲）－京都産業大－オリックス－ダイヤモンドバックス－マリナーズ－オリックス,京都・鳥羽高,京都産業大,オリックス,1984-3-8,（セ）14（中）11
1750595,https://baseball.yahoo.co.jp/npb/player/1750595/top,曽谷 龍平,曽谷 龍平,オリックス・バファローズ,17,投手,奈良,2000年11月30日,183cm,83kg,A,左投左打,2022年,1位,明桜高（甲）－白鴎大－オリックス,明桜高,白鴎大,オリックス,2000-11-30,
1900087,https://baseball.yahoo.co.jp/npb/player/1900087/top,宮城 大弥,宮城 大弥,オリックス・バファローズ,18,投手,沖縄,2001年8月25日,171cm,85kg,A,左投左打,2019年,1位,興南高（甲）－オリックス,興南高,,オリックス,2001-8-25,（新）21
1600150,https://baseball.yahoo.co.jp/npb/player/1600150/top,山岡 泰輔,山岡 泰輔,オリックス・バファローズ,19,投手,広島,1995年9月22日,172cm,68kg,A,右投左打,2016年,1位,瀬戸内高（甲）－東京ガス－オリックス,瀬戸内高,,オリックス,1995-9-22,（率）19
2000101,https://baseball.yahoo.co.jp/npb/player/2000101/top,阿部 翔太,阿部 翔太,オリックス・バファローズ,20,投手,大阪,1992年11月3日,178cm,80kg,B,右投左打,2020年,6位,酒田南高（甲）－成美大－日本生命－オリックス,酒田南高,成美大,オリックス,1992-11-3,
1600155,https://baseball.yahoo.co.jp/npb/player/1600155/top,山﨑 颯一郎,山﨑 颯一郎,オリックス・バファローズ,21,投手,石川,1998年6月15日,190cm,93kg,B,右投右打,2016年,6位,敦賀気比高（甲）－オリックス,敦賀気比高,,オリックス,1998-6-15,
1300058,https://baseball.yahoo.co.jp/npb/player/1300058/top,九里 亜蓮,九里 亜蓮,オリックス・バファローズ,22,投手,鳥取,1991年9月1日,188cm,98kg,A,右投右打,2013年,2位,岡山理大付高－亜細亜大－広島－オリックス,岡山理大付高,亜細亜大,オリックス,1991-9-1,（勝）21
1800090,https://baseball.yahoo.co.jp/npb/player/1800090/top,吉田 輝星,吉田 輝星,オリックス・バファローズ,23,投手,秋田,2001年1月12日,175cm,83kg,AB,右投右打,2018年,1位,金足農高（甲）－日本ハム－オリックス,金足農高,,オリックス,2001-1-12,
2107849,https://baseball.yahoo.co.jp/npb/player/2107849/top,齋藤 響介,齋藤 響介,オリックス・バファローズ,26,投手,岩手,2004年11月18日,178cm,77kg,O,右投右打,2022年,3位,盛岡中央高－オリックス,盛岡中央高,,オリックス,2004-11-18,
1800101,https://baseball.yahoo.co.jp/npb/player/1800101/top,富山 凌雅,富山 凌雅,オリックス・バファローズ,28,投手,和歌山,1997年5月3日,178cm,88kg,AB,左投左打,2018年,4位,九州国際大付高（甲）－トヨタ自動車－オリックス,九州国際大付高,,オリックス,1997-5-3,
1700109,https://baseball.yahoo.co.jp/npb/player/1700109/top,田嶋 大樹,田嶋 大樹,オリックス・バファローズ,29,投手,栃木,1996年8月3日,182cm,82kg,A,左投左打,2017年,1位,佐野日大高（甲）－JR東日本－オリックス,佐野日大高,,オリックス,1996-8-3,
2119005,https://baseball.yahoo.co.jp/npb/player/2119005/top,藤川 敦也,藤川 敦也,オリックス・バファローズ,31,投手,福岡,2007年10月23日,183cm,93kg,O,右投右打,2025年,1位,延岡学園高－オリックス,延岡学園高,,オリックス,2007-10-23,
2103710,https://baseball.yahoo.co.jp/npb/player/2103710/top,古田島 成龍,古田島 成龍,オリックス・バファローズ,35,投手,茨城,1999年6月29日,175cm,85kg,B,右投右打,2023年,6位,取手松陽高－中央学院大－日本通運－オリックス,取手松陽高,中央学院大,オリックス,1999-6-29,
2112570,https://baseball.yahoo.co.jp/npb/player/2112570/top,森 陽樹,森 陽樹,オリックス・バファローズ,36,投手,宮崎,2007年8月1日,190cm,90kg,不明,右投左打,2025年,2位,大阪桐蔭高（甲）－オリックス,大阪桐蔭高,,オリックス,2007-8-1,
800080,https://baseball.yahoo.co.jp/npb/player/800080/top,岩嵜 翔,岩嵜 翔,オリックス・バファローズ,40,投手,千葉,1989年10月21日,189cm,98kg,O,右投右打,2007年,（高）1巡目,市船橋高（甲）－ソフトバンク－中日－オリックス,市船橋高,,オリックス,1989-10-21,（中）17
2113363,https://baseball.yahoo.co.jp/npb/player/2113363/top,佐藤 龍月,佐藤 龍月,オリックス・バファローズ,41,投手,神奈川,2007年7月13日,173cm,75kg,B,左投左打,2025年,3位,健大高崎高（甲）－オリックス,健大高崎高,,オリックス,2007-7-13,
1961416,https://baseball.yahoo.co.jp/npb/player/1961416/top,マチャド,マチャド,オリックス・バファローズ,42,投手,ベネズエラ,1993年4月22日,185cm,105kg,不明,右投右打,--,--,ウニダッド・エデュカティバ・ウラマ高－ロイヤルズ－ナショナルズ－オリックス,ウニダッド・エデュカティバ・ウラマ高,,オリックス,1993-4-22,
2102649,https://baseball.yahoo.co.jp/npb/player/2102649/top,髙谷 舟,髙谷 舟,オリックス・バファローズ,43,投手,北海道,2003年7月27日,178cm,83kg,A,右投右打,2025年,5位,札幌日大高－北海学園大－オリックス,札幌日大高,北海学園大,オリックス,2003-7-27,
2117673,https://baseball.yahoo.co.jp/npb/player/2117673/top,山口 廉王,山口 廉王,オリックス・バファローズ,47,投手,東京,2006年5月14日,193cm,97kg,O,右投右打,2024年,3位,仙台育英高－オリックス,仙台育英高,,オリックス,2006-5-14,
2111998,https://baseball.yahoo.co.jp/npb/player/2111998/top,東松 快征,東松 快征,オリックス・バファローズ,48,投手,愛知,2005年4月29日,179cm,86kg,O,左投左打,2023年,3位,享栄高－オリックス,享栄高,,オリックス,2005-4-29,
2050019,https://baseball.yahoo.co.jp/npb/player/2050019/top,片山 楽生,片山 楽生,オリックス・バファローズ,49,投手,北海道,2002年10月7日,177cm,81kg,A,右投左打,2024年,6位,白樺学園高（甲）－NTT東日本－オリックス,白樺学園高,,オリックス,2002-10-7,
2103793,https://baseball.yahoo.co.jp/npb/player/2103793/top,横山 楓,横山 楓,オリックス・バファローズ,52,投手,宮崎,1997年12月28日,181cm,91kg,O,右投両打,2021年,6位,宮崎学園高－国学院大－セガサミー－オリックス,宮崎学園高,国学院大,オリックス,1997-12-28,
1000011,https://baseball.yahoo.co.jp/npb/player/1000011/top,山田 修義,山田 修義,オリックス・バファローズ,57,投手,福井,1991年9月19日,185cm,95kg,B,左投左打,2009年,3位,敦賀気比高（甲）－オリックス,敦賀気比高,,オリックス,1991-9-19,
1660014,https://baseball.yahoo.co.jp/npb/player/1660014/top,ペルドモ,ペルドモ,オリックス・バファローズ,59,投手,ドミニカ共和国,1993年5月9日,188cm,84kg,不明,右投右打,--,--,セントロ・エデュカティボ・パドレ・セグリ高－パドレス－ブルワーズ－ロッテ－メキシコ・ティフアナ－オリックス,セントロ・エデュカティボ・パドレ・セグリ高,,オリックス,1993-5-9,（中）23
2108361,https://baseball.yahoo.co.jp/npb/player/2108361/top,宮國 凌空,宮國 凌空,オリックス・バファローズ,65,投手,沖縄,2005年8月7日,176cm,86kg,O,右投右打,2023年,（育）3位,東邦高（甲）－オリックス,東邦高,,オリックス,2005-8-7,
1700101,https://baseball.yahoo.co.jp/npb/player/1700101/top,博志,博志,オリックス・バファローズ,66,投手,静岡,1997年3月22日,182cm,95kg,A,右投右打,2017年,1位,磐田東高－ヤマハ－中日－オリックス,磐田東高,,オリックス,1997-3-22,
2107693,https://baseball.yahoo.co.jp/npb/player/2107693/top,入山 海斗,入山 海斗,オリックス・バファローズ,68,投手,大阪,2000年5月26日,177cm,78kg,A,右投右打,2022年,（育）3位,日高高中津－東北福祉大－オリックス,日高高中津,東北福祉大,オリックス,2000-5-26,
2108148,https://baseball.yahoo.co.jp/npb/player/2108148/top,ジェリー,ジェリー,オリックス・バファローズ,69,投手,アメリカ,1997年5月7日,213cm,113kg,不明,右投右打,--,--,ケンタッキー大－ジャイアンツ－3Aサクラメント－オリックス,ケンタッキー大,,オリックス,1997-5-7,
1900092,https://baseball.yahoo.co.jp/npb/player/1900092/top,佐藤 一磨,佐藤 一磨,オリックス・バファローズ,93,投手,神奈川,2001年4月16日,190cm,97kg,AB,左投左打,2019年,（育）1位,横浜隼人高－オリックス,横浜隼人高,,オリックス,2001-4-16,
2000102,https://baseball.yahoo.co.jp/npb/player/2000102/top,川瀬 堅斗,川瀬 堅斗,オリックス・バファローズ,94,投手,大分,2002年6月18日,183cm,93kg,A,右投右打,2020年,（育）1位,大分商高（甲）－オリックス,大分商高,,オリックス,2002-6-18,
2107872,https://baseball.yahoo.co.jp/npb/player/2107872/top,才木 海翔,才木 海翔,オリックス・バファローズ,95,投手,大阪,2000年6月10日,182cm,86kg,A,右投右打,2022年,（育）2位,北海道栄高－大阪経済大－オリックス,北海道栄高,大阪経済大,オリックス,2000-6-10,
1750543,https://baseball.yahoo.co.jp/npb/player/1750543/top,髙島 泰都,髙島 泰都,オリックス・バファローズ,96,投手,北海道,1999年12月3日,181cm,88kg,B,右投右打,2023年,5位,滝川西高（甲）－明治大－王子－オリックス,滝川西高,明治大,オリックス,1999-12-3,
2103713,https://baseball.yahoo.co.jp/npb/player/2103713/top,権田 琉成,権田 琉成,オリックス・バファローズ,98,投手,長野,2000年1月28日,180cm,90kg,O,右投右打,2023年,7位,上田西高－明星大－TDK－オリックス,上田西高,明星大,オリックス,2000-1-28,
2117798,https://baseball.yahoo.co.jp/npb/player/2117798/top,マシュー,マシュー,オリックス・バファローズ,2,投手,東京,2003年3月18日,192cm,105kg,不明,右投右打,2025年,（育）2位,国学院栃木高－国学院大－日本海リーグ・富山－オリックス,国学院栃木高,国学院大,オリックス,2003-3-18,
2103797,https://baseball.yahoo.co.jp/npb/player/2103797/top,渡邉 一生,渡邉 一生,オリックス・バファローズ,4,投手,神奈川,2003年12月12日,172cm,74kg,B,左投左打,2025年,（育）4位,日本航空高通信制－仙台大－オリックス,日本航空高通信制,仙台大,オリックス,2003-12-12,
2116949,https://baseball.yahoo.co.jp/npb/player/2116949/top,陳 睦衡,陳 睦衡,オリックス・バファローズ,17,投手,台湾,2006年3月23日,181cm,84kg,不明,右投左打,--,--,台湾国立体育大－オリックス,台湾国立体育大,,オリックス,2006-3-23,
2108411,https://baseball.yahoo.co.jp/npb/player/2108411/top,寿賀 弘都,寿賀 弘都,オリックス・バファローズ,41,投手,香川,2005年6月16日,180cm,85kg,A,左投左打,2023年,（育）1位,英明高（甲）－オリックス,英明高,,オリックス,2005-6-16,
2112041,https://baseball.yahoo.co.jp/npb/player/2112041/top,芦田 丈飛,芦田 丈飛,オリックス・バファローズ,44,投手,千葉,2000年2月9日,185cm,98kg,A,右投右打,2023年,（育）4位,千葉英和高－国士舘大－オールフロンティア－BCリーグ・埼玉－オリックス,千葉英和高,国士舘大,オリックス,2000-2-9,
2116064,https://baseball.yahoo.co.jp/npb/player/2116064/top,上原 堆我,上原 堆我,オリックス・バファローズ,53,投手,静岡,2007年3月13日,178cm,84kg,B,右投右打,2024年,（育）3位,花咲徳栄高（甲）－オリックス,花咲徳栄高,,オリックス,2007-3-13,
2116035,https://baseball.yahoo.co.jp/npb/player/2116035/top,乾 健斗,乾 健斗,オリックス・バファローズ,56,投手,茨城,2006年6月28日,188cm,88kg,不明,右投右打,2024年,（育）6位,霞ケ浦高（甲）－オリックス,霞ケ浦高,,オリックス,2006-6-28,
1450639,https://baseball.yahoo.co.jp/npb/player/1450639/top,小木田 敦也,小木田 敦也,オリックス・バファローズ,120,投手,秋田,1998年10月10日,173cm,83kg,AB,右投右打,2021年,7位,角館高（甲）－TDK－オリックス,角館高,,オリックス,1998-10-10,
2000104,https://baseball.yahoo.co.jp/npb/player/2000104/top,宇田川 優希,宇田川 優希,オリックス・バファローズ,121,投手,埼玉,1998年11月10日,184cm,92kg,O,右投右打,2020年,（育）3位,八潮南高－仙台大－オリックス,八潮南高,仙台大,オリックス,1998-11-10,
1700112,https://baseball.yahoo.co.jp/npb/player/1700112/top,本田 仁海,本田 仁海,オリックス・バファローズ,123,投手,神奈川,1999年7月27日,181cm,74kg,A,右投左打,2017年,4位,星槎国際湘南高－オリックス,星槎国際湘南高,,オリックス,1999-7-27,
1900090,https://baseball.yahoo.co.jp/npb/player/1900090/top,前 佑囲斗,前 佑囲斗,オリックス・バファローズ,128,投手,三重,2001年8月13日,182cm,90kg,A,右投右打,2019年,4位,津田学園高（甲）－オリックス,津田学園高,,オリックス,2001-8-13,
2117852,https://baseball.yahoo.co.jp/npb/player/2117852/top,東山 玲士,東山 玲士,オリックス・バファローズ,129,投手,香川,2000年5月5日,180cm,83kg,B,右投右打,2024年,5位,丸亀高－同志社大－ENEOS－オリックス,丸亀高,同志社大,オリックス,2000-5-5,
2112002,https://baseball.yahoo.co.jp/npb/player/2112002/top,河内 康介,河内 康介,オリックス・バファローズ,135,投手,大阪,2005年4月16日,180cm,80kg,O,右投右打,2023年,2位,聖カタリナ高－オリックス,聖カタリナ高,,オリックス,2005-4-16,
1300109,https://baseball.yahoo.co.jp/npb/player/1300109/top,若月 健矢,若月 健矢,オリックス・バファローズ,2,捕手,埼玉,1995年10月4日,180cm,88kg,O,右投右打,2013年,3位,花咲徳栄高（甲）－オリックス,花咲徳栄高,,オリックス,1995-10-4,（ベ）25（ゴ）23、25
1300100,https://baseball.yahoo.co.jp/npb/player/1300100/top,森 友哉,森 友哉,オリックス・バファローズ,4,捕手,大阪,1995年8月8日,170cm,85kg,A,右投左打,2013年,1位,大阪桐蔭高（甲）－西武－オリックス,大阪桐蔭高,,オリックス,1995-8-8,（首）19（優）19（ベ）18、19、21、23
1650056,https://baseball.yahoo.co.jp/npb/player/1650056/top,福永 奨,福永 奨,オリックス・バファローズ,32,捕手,神奈川,1999年7月28日,175cm,87kg,B,右投右打,2021年,3位,横浜高（甲）－国学院大－オリックス,横浜高,国学院大,オリックス,1999-7-28,
1300049,https://baseball.yahoo.co.jp/npb/player/1300049/top,石川 亮,石川 亮,オリックス・バファローズ,37,捕手,神奈川,1995年7月20日,181cm,87kg,O,右投右打,2013年,8位,帝京高（甲）－日本ハム－オリックス,帝京高,,オリックス,1995-7-20,
1800099,https://baseball.yahoo.co.jp/npb/player/1800099/top,頓宮 裕真,頓宮 裕真,オリックス・バファローズ,44,捕手,岡山,1996年11月17日,182cm,103kg,AB,右投右打,2018年,2位,岡山理大付高－亜細亜大－オリックス,岡山理大付高,亜細亜大,オリックス,1996-11-17,（首）23（ベ）23
1750667,https://baseball.yahoo.co.jp/npb/player/1750667/top,山中 稜真,山中 稜真,オリックス・バファローズ,50,捕手,神奈川,2000年12月14日,178cm,83kg,B,右投左打,2024年,4位,木更津総合高（甲）－青山学院大－三菱重工East－オリックス,木更津総合高,青山学院大,オリックス,2000-12-14,
2120277,https://baseball.yahoo.co.jp/npb/player/2120277/top,野上 士耀,野上 士耀,オリックス・バファローズ,60,捕手,愛知,2007年5月23日,170cm,80kg,A,右投右打,2025年,7位,明秀日立高（甲）－オリックス,明秀日立高,,オリックス,2007-5-23,
2109674,https://baseball.yahoo.co.jp/npb/player/2109674/top,堀 柊那,堀 柊那,オリックス・バファローズ,62,捕手,兵庫,2005年7月16日,179cm,82kg,B,右投右打,2023年,4位,報徳学園高（甲）－オリックス,報徳学園高,,オリックス,2005-7-16,
1800098,https://baseball.yahoo.co.jp/npb/player/1800098/top,太田 椋,太田 椋,オリックス・バファローズ,1,内野手,大阪,2001年2月14日,181cm,84kg,B,右投右打,2018年,1位,天理高（甲）－オリックス,天理高,,オリックス,2001-2-14,
1400201,https://baseball.yahoo.co.jp/npb/player/1400201/top,西野 真弘,西野 真弘,オリックス・バファローズ,5,内野手,東京,1990年8月2日,167cm,71kg,O,右投左打,2014年,7位,東海大浦安高－国際武道大－JR東日本－オリックス,東海大浦安高,国際武道大,オリックス,1990-8-2,
1400196,https://baseball.yahoo.co.jp/npb/player/1400196/top,宗 佑磨,宗 佑磨,オリックス・バファローズ,6,内野手,東京,1996年6月7日,181cm,83kg,B,右投左打,2014年,2位,横浜隼人高－オリックス,横浜隼人高,,オリックス,1996-6-7,（ベ）21～23（ゴ）21～23
1751068,https://baseball.yahoo.co.jp/npb/player/1751068/top,野口 智哉,野口 智哉,オリックス・バファローズ,9,内野手,奈良,1999年9月20日,181cm,95kg,B,右投左打,2021年,2位,鳴門渦潮高（甲）－関西大－オリックス,鳴門渦潮高,関西大,オリックス,1999-9-20,
1500128,https://baseball.yahoo.co.jp/npb/player/1500128/top,大城 滉二,大城 滉二,オリックス・バファローズ,10,内野手,沖縄,1993年6月14日,175cm,80kg,B,右投右打,2015年,3位,興南高（甲）－立教大－オリックス,興南高,立教大,オリックス,1993-6-14,
1900088,https://baseball.yahoo.co.jp/npb/player/1900088/top,紅林 弘太郎,紅林 弘太郎,オリックス・バファローズ,24,内野手,静岡,2002年2月7日,188cm,95kg,B,右投右打,2019年,2位,駿河総合高－オリックス,駿河総合高,,オリックス,2002-2-7,（ベ）23（ゴ）25
2107850,https://baseball.yahoo.co.jp/npb/player/2107850/top,内藤 鵬,内藤 鵬,オリックス・バファローズ,25,内野手,愛知,2004年10月5日,180cm,103kg,A,右投右打,2022年,2位,日本航空石川高－オリックス,日本航空石川高,,オリックス,2004-10-5,
1500041,https://baseball.yahoo.co.jp/npb/player/1500041/top,廣岡 大志,廣岡 大志,オリックス・バファローズ,30,内野手,大阪,1997年4月9日,185cm,92kg,O,右投右打,2015年,2位,智弁学園高（甲）－ヤクルト－巨人－オリックス,智弁学園高,,オリックス,1997-4-9,
2111290,https://baseball.yahoo.co.jp/npb/player/2111290/top,横山 聖哉,横山 聖哉,オリックス・バファローズ,34,内野手,長野,2005年10月28日,181cm,86kg,不明,右投左打,2023年,1位,上田西高（甲）－オリックス,上田西高,,オリックス,2005-10-28,
2117200,https://baseball.yahoo.co.jp/npb/player/2117200/top,シーモア,シーモア,オリックス・バファローズ,45,内野手,アメリカ,1998年10月7日,191cm,113kg,不明,右投左打,--,--,ウェイクフォレスト大－レイズ－オリックス,ウェイクフォレスト大,,オリックス,1998-10-7,
1800102,https://baseball.yahoo.co.jp/npb/player/1800102/top,宜保 翔,宜保 翔,オリックス・バファローズ,53,内野手,沖縄,2000年11月26日,175cm,75kg,O,右投左打,2018年,5位,未来沖縄高－オリックス,未来沖縄高,,オリックス,2000-11-26,
1800104,https://baseball.yahoo.co.jp/npb/player/1800104/top,中川 圭太,中川 圭太,オリックス・バファローズ,67,内野手,大阪,1996年4月12日,180cm,76kg,B,右投右打,2018年,7位,PL学園高－東洋大－オリックス,PL学園高,東洋大,オリックス,1996-4-12,（ベ）25
2103747,https://baseball.yahoo.co.jp/npb/player/2103747/top,渡部 遼人,渡部 遼人,オリックス・バファローズ,0,外野手,東京,1999年9月2日,171cm,72kg,O,左投左打,2021年,4位,桐光学園高－慶応大－オリックス,桐光学園高,慶応大,オリックス,1999-9-2,
1500096,https://baseball.yahoo.co.jp/npb/player/1500096/top,西川 龍馬,西川 龍馬,オリックス・バファローズ,7,外野手,大阪,1994年12月10日,178cm,83kg,O,右投左打,2015年,5位,敦賀気比高（甲）－王子－広島－オリックス,敦賀気比高,,オリックス,1994-12-10,（ベ）23
2110153,https://baseball.yahoo.co.jp/npb/player/2110153/top,麦谷 祐介,麦谷 祐介,オリックス・バファローズ,8,外野手,宮城,2002年7月27日,180cm,81kg,O,右投左打,2024年,1位,大崎中央高－富士大－オリックス,大崎中央高,富士大,オリックス,2002-7-27,
1650722,https://baseball.yahoo.co.jp/npb/player/1650722/top,杉澤 龍,杉澤 龍,オリックス・バファローズ,33,外野手,秋田,2000年6月2日,175cm,80kg,O,右投左打,2022年,4位,東北高（甲）－東北福祉大－オリックス,東北高,東北福祉大,オリックス,2000-6-2,
2000098,https://baseball.yahoo.co.jp/npb/player/2000098/top,来田 涼斗,来田 涼斗,オリックス・バファローズ,38,外野手,兵庫,2002年10月16日,182cm,88kg,A,右投左打,2020年,3位,明石商高（甲）－オリックス,明石商高,,オリックス,2002-10-16,
2050254,https://baseball.yahoo.co.jp/npb/player/2050254/top,池田 陵真,池田 陵真,オリックス・バファローズ,39,外野手,大阪,2003年8月24日,171cm,83kg,O,右投右打,2021年,5位,大阪桐蔭高（甲）－オリックス,大阪桐蔭高,,オリックス,2003-8-24,
2115915,https://baseball.yahoo.co.jp/npb/player/2115915/top,窪田 洋祐,窪田 洋祐,オリックス・バファローズ,58,外野手,北海道,2007年7月31日,185cm,87kg,AB,右投右打,2025年,4位,札幌日大高（甲）－オリックス,札幌日大高,,オリックス,2007-7-31,
1500112,https://baseball.yahoo.co.jp/npb/player/1500112/top,平沼 翔太,平沼 翔太,オリックス・バファローズ,61,外野手,福井,1997年8月16日,179cm,83kg,A,右投左打,2015年,4位,敦賀気比高（甲）－日本ハム－西武－オリックス,敦賀気比高,,オリックス,1997-8-16,
1500135,https://baseball.yahoo.co.jp/npb/player/1500135/top,杉本 裕太郎,杉本 裕太郎,オリックス・バファローズ,99,外野手,徳島,1991年4月5日,190cm,104kg,B,右投右打,2015年,10位,徳島商高（甲）－青山学院大－JR西日本－オリックス,徳島商高,青山学院大,オリックス,1991-4-5,（本）21（ベ）21
2107609,https://baseball.yahoo.co.jp/npb/player/2107609/top,村上 喬一朗,村上 喬一朗,オリックス・バファローズ,34,捕手,愛媛,2000年12月1日,168cm,76kg,B,右投右打,2022年,（育）5位,東福岡高－法政大－オリックス,東福岡高,法政大,オリックス,2000-12-1,
1851049,https://baseball.yahoo.co.jp/npb/player/1851049/top,田島 光祐,田島 光祐,オリックス・バファローズ,55,捕手,岐阜,2000年4月9日,174cm,80kg,A,右投右打,2024年,（育）5位,龍谷大平安高（甲）－BCリーグ・信濃－オリックス,龍谷大平安高,,オリックス,2000-4-9,
2121156,https://baseball.yahoo.co.jp/npb/player/2121156/top,中西 創大,中西 創大,オリックス・バファローズ,3,内野手,京都,2007年12月30日,180cm,81kg,A,右投右打,2025年,（育）3位,日星高－オリックス,日星高,,オリックス,2007-12-30,
2107703,https://baseball.yahoo.co.jp/npb/player/2107703/top,河野 聡太,河野 聡太,オリックス・バファローズ,45,内野手,福岡,2000年5月22日,180cm,82kg,A,右投左打,2023年,（育）5位,九産大九産高－西日本工業大－四国ILplus・愛媛－オリックス,九産大九産高,西日本工業大,オリックス,2000-5-22,
2114802,https://baseball.yahoo.co.jp/npb/player/2114802/top,今坂 幸暉,今坂 幸暉,オリックス・バファローズ,51,内野手,山口,2006年10月19日,178cm,83kg,O,右投左打,2024年,（育）1位,大阪学院大高－オリックス,大阪学院大高,,オリックス,2006-10-19,
2113740,https://baseball.yahoo.co.jp/npb/player/2113740/top,清水 武蔵,清水 武蔵,オリックス・バファローズ,52,内野手,鹿児島,2003年4月14日,173cm,78kg,B,右投右打,2024年,（育）2位,国士舘高（甲）－BCリーグ・栃木－オリックス,国士舘高,,オリックス,2003-4-14,
1750207,https://baseball.yahoo.co.jp/npb/player/1750207/top,大里 昂生,大里 昂生,オリックス・バファローズ,122,内野手,岩手,1999年7月7日,178cm,76kg,O,右投左打,2021年,（育）3位,盛岡大付高（甲）－東北福祉大－オリックス,盛岡大付高,東北福祉大,オリックス,1999-7-7,
1900047,https://baseball.yahoo.co.jp/npb/player/1900047/top,遠藤 成,遠藤 成,オリックス・バファローズ,124,内野手,秋田,2001年9月19日,178cm,84kg,A,右投左打,2019年,4位,東海大相模高（甲）－阪神－オリックス,東海大相模高,,オリックス,2001-9-19,
1400192,https://baseball.yahoo.co.jp/npb/player/1400192/top,香月 一也,香月 一也,オリックス・バファローズ,126,内野手,福岡,1996年4月16日,176cm,83kg,A,右投左打,2014年,5位,大阪桐蔭高（甲）－ロッテ－巨人－オリックス,大阪桐蔭高,,オリックス,1996-4-16,
2117844,https://baseball.yahoo.co.jp/npb/player/2117844/top,三方 陽登,三方 陽登,オリックス・バファローズ,1,外野手,兵庫,2003年3月31日,190cm,97kg,A,右投右打,2025年,（育）1位,創志学園高－駒沢大－BCリーグ・栃木－オリックス,創志学園高,駒沢大,オリックス,2003-3-31,
2110535,https://baseball.yahoo.co.jp/npb/player/2110535/top,寺本 聖一,寺本 聖一,オリックス・バファローズ,54,外野手,広島,2003年2月5日,170cm,86kg,A,右投左打,2024年,（育）4位,広島商高－広島経済大－オリックス,広島商高,広島経済大,オリックス,2003-2-5,
2000097,https://baseball.yahoo.co.jp/npb/player/2000097/top,元 謙太,元 謙太,オリックス・バファローズ,127,外野手,岐阜,2002年5月17日,186cm,88kg,O,右投右打,2020年,2位,中京高（甲）－オリックス,中京高,,オリックス,2002-5-17,
